# x_m, y_m, w_tr_right_m, w_tr_left_m
1.53090, 1.31537, 0.73940, 0.44619
1.43294, 1.29393, 0.75632, 0.44285
1.33793, 1.26684, 0.77358, 0.44039
1.24711, 1.23039, 0.78851, 0.44484
1.16095, 1.18329, 0.80975, 0.46564
1.07899, 1.12710, 0.84420, 0.49588
1.00070, 1.06351, 0.73933, 0.51536
0.92557, 0.99425, 0.52270, 0.53125
0.85308, 0.92100, 0.49659, 0.53384
0.78273, 0.84545, 0.56521, 0.54163
0.71502, 0.76831, 0.64111, 0.55592
0.65184, 0.68885, 0.68744, 0.59936
0.59519, 0.60626, 0.75051, 0.65491
0.54709, 0.51970, 0.68267, 0.69918
0.50953, 0.42835, 0.57784, 0.70440
0.48345, 0.33214, 0.53149, 0.69517
0.46713, 0.23281, 0.55299, 0.70480
0.45850, 0.13232, 0.54695, 0.70804
0.45639, 0.03184, 0.54783, 0.70726
0.46050, -0.06827, 0.54804, 0.70699
0.47060, -0.16769, 0.54804, 0.70699
0.48639, -0.26611, 0.54804, 0.70699
0.50736, -0.36346, 0.54804, 0.70699
0.53274, -0.45991, 0.54804, 0.70699
0.56175, -0.55560, 0.54804, 0.70699
0.59362, -0.65070, 0.54804, 0.70699
0.62758, -0.74537, 0.54804, 0.70699
0.66285, -0.83976, 0.54804, 0.70699
