# x_m, y_m, w_tr_right_m, w_tr_left_m
-1.54419, 0.05855, 0.65762, 0.68809
-1.44604, 0.07806, 0.63298, 0.64580
-1.34677, 0.08854, 0.61576, 0.63356
-1.24690, 0.09172, 0.60236, 0.63528
-1.14670, 0.09084, 0.58918, 0.64226
-1.04646, 0.08914, 0.58374, 0.64581
-0.94635, 0.08782, 0.58045, 0.63995
-0.84640, 0.08519, 0.58266, 0.62938
-0.74664, 0.07938, 0.58585, 0.62380
-0.64710, 0.06868, 0.58464, 0.63269
-0.54773, 0.05467, 0.57391, 0.66187
-0.44843, 0.04166, 0.55474, 0.68501
-0.34908, 0.03402, 0.54227, 0.70150
-0.24960, 0.03533, 0.54571, 0.71298
-0.15000, 0.04424, 0.57698, 0.71854
-0.05033, 0.05744, 0.62492, 0.70783
