# x_m, y_m, w_tr_right_m, w_tr_left_m
41.08722, -28.81162, 1.10000, 1.10000
41.13789, -28.72412, 1.10000, 1.10000
41.17730, -28.63125, 1.10000, 1.10000
41.20424, -28.53458, 1.10000, 1.10000
41.21795, -28.43555, 1.10000, 1.10000
41.22011, -28.33528, 1.10000, 1.10000
41.21310, -28.23472, 1.10000, 1.10000
41.19934, -28.13485, 1.10000, 1.10000
41.18084, -28.03628, 1.10000, 1.10000
41.15873, -27.93877, 1.10000, 1.10000
41.13404, -27.84199, 1.10000, 1.10000
41.10778, -27.74560, 1.10000, 1.10000
41.08067, -27.64938, 1.10000, 1.10000
41.05286, -27.55331, 1.10000, 1.10000
41.02443, -27.45740, 1.10000, 1.10000
40.99547, -27.36166, 1.10000, 1.10000
40.96604, -27.26608, 1.10000, 1.10000
40.93623, -27.17063, 1.10000, 1.10000
40.90609, -27.07529, 1.10000, 1.10000
40.87569, -26.98002, 1.10000, 1.10000
40.84508, -26.88483, 1.10000, 1.10000
40.81425, -26.78970, 1.10000, 1.10000
40.78323, -26.69463, 1.10000, 1.10000
40.75203, -26.59962, 1.10000, 1.10000
40.72067, -26.50466, 1.10000, 1.10000
40.68915, -26.40976, 1.10000, 1.10000
40.65747, -26.31491, 1.10000, 1.10000
40.62565, -26.22011, 1.10000, 1.10000
40.59370, -26.12535, 1.10000, 1.10000
40.56162, -26.03063, 1.10000, 1.10000
40.52943, -25.93595, 1.10000, 1.10000
40.49714, -25.84131, 1.10000, 1.10000
40.46475, -25.74670, 1.10000, 1.10000
40.43227, -25.65213, 1.10000, 1.10000
40.39971, -25.55757, 1.10000, 1.10000
40.36708, -25.46305, 1.10000, 1.10000
40.33439, -25.36854, 1.10000, 1.10000
40.30162, -25.27406, 1.10000, 1.10000
40.26879, -25.17961, 1.10000, 1.10000
40.23589, -25.08517, 1.10000, 1.10000
40.20293, -24.99076, 1.10000, 1.10000
40.16991, -24.89637, 1.10000, 1.10000
40.13683, -24.80200, 1.10000, 1.10000
40.10370, -24.70765, 1.10000, 1.10000
40.07051, -24.61332, 1.10000, 1.10000
40.03727, -24.51900, 1.10000, 1.10000
40.00398, -24.42471, 1.10000, 1.10000
39.97063, -24.33043, 1.10000, 1.10000
39.93725, -24.23617, 1.10000, 1.10000
39.90381, -24.14192, 1.10000, 1.10000
39.87033, -24.04769, 1.10000, 1.10000
39.83681, -23.95348, 1.10000, 1.10000
39.80326, -23.85928, 1.10000, 1.10000
39.76966, -23.76509, 1.10000, 1.10000
39.73603, -23.67092, 1.10000, 1.10000
39.70236, -23.57675, 1.10000, 1.10000
39.66866, -23.48260, 1.10000, 1.10000
39.63493, -23.38846, 1.10000, 1.10000
39.60118, -23.29433, 1.10000, 1.10000
39.56739, -23.20021, 1.10000, 1.10000
39.53359, -23.10610, 1.10000, 1.10000
39.49975, -23.01200, 1.10000, 1.10000
39.46590, -22.91790, 1.10000, 1.10000
39.43203, -22.82381, 1.10000, 1.10000
39.39814, -22.72973, 1.10000, 1.10000
39.36424, -22.63565, 1.10000, 1.10000
39.33033, -22.54158, 1.10000, 1.10000
39.29640, -22.44751, 1.10000, 1.10000
39.26246, -22.35344, 1.10000, 1.10000
39.22852, -22.25938, 1.10000, 1.10000
39.19456, -22.16532, 1.10000, 1.10000
39.16061, -22.07126, 1.10000, 1.10000
39.12665, -21.97720, 1.10000, 1.10000
39.09270, -21.88315, 1.10000, 1.10000
39.05874, -21.78909, 1.10000, 1.10000
39.02479, -21.69503, 1.10000, 1.10000
38.99084, -21.60096, 1.10000, 1.10000
38.95690, -21.50690, 1.10000, 1.10000
38.92297, -21.41283, 1.10000, 1.10000
38.88906, -21.31876, 1.10000, 1.10000
38.85515, -21.22468, 1.10000, 1.10000
38.82126, -21.13060, 1.10000, 1.10000
38.78738, -21.03651, 1.10000, 1.10000
38.75353, -20.94242, 1.10000, 1.10000
38.71969, -20.84832, 1.10000, 1.10000
38.68588, -20.75421, 1.10000, 1.10000
38.65209, -20.66009, 1.10000, 1.10000
38.61833, -20.56596, 1.10000, 1.10000
38.58460, -20.47182, 1.10000, 1.10000
38.55089, -20.37767, 1.10000, 1.10000
38.51722, -20.28351, 1.10000, 1.10000
38.48358, -20.18934, 1.10000, 1.10000
38.44998, -20.09515, 1.10000, 1.10000
38.41642, -20.00096, 1.10000, 1.10000
38.38289, -19.90674, 1.10000, 1.10000
38.34940, -19.81252, 1.10000, 1.10000
