# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
22.7319072,0.9689157,-2.4447386,-0.8316531,-0.6750131,3.3945888,4.2216671
22.8316085,1.0566134,-2.3707397,-0.9077038,-0.6502059,3.5163965,3.9601748
22.9313098,1.1301824,-2.3164492,-0.9599476,-0.4944723,3.6269428,5.4953576
23.0310112,1.2085044,-2.2640458,-1.0003234,-0.3679489,3.7749839,6.7565431
23.1307125,1.2913739,-2.2127473,-1.0310342,-0.2662677,3.9494020,2.0171433
23.2304139,1.3779577,-2.1622615,-1.0533796,-0.1824412,4.0000000,0.0000000
23.3301152,1.4674223,-2.1122962,-1.0683144,-0.1109321,4.0000000,0.0000000
23.4298166,1.5589348,-2.0625592,-1.0764972,-0.0473344,4.0000000,0.0000000
23.5295179,1.6516617,-2.0127582,-1.0783308,0.0119746,4.0000000,0.0000000
23.6292193,1.7450961,-1.9624227,-1.0738789,0.0737592,4.0000000,0.0000000
23.7289206,1.8382884,-1.9112653,-1.0624306,0.1426450,4.0000000,-6.5140919
23.8286220,1.9297338,-1.8592500,-1.0434626,0.2200300,3.8341978,-7.9027864
23.9283233,2.0182864,-1.8061457,-1.0161617,0.3121630,3.6228767,-6.9908140
24.0280247,2.1028007,-1.7517215,-0.9792679,0.4269951,3.4250910,-5.9357757
24.1277260,2.1821308,-1.6957462,-0.9309879,0.5749367,3.2477129,-4.5898773
24.2274274,2.2551310,-1.6379890,-0.8689005,0.7692910,3.1036116,-2.7154193
24.3271287,2.3212411,-1.5776380,-0.7890723,1.0213001,3.0151191,-1.6087986
24.4268301,2.3932350,-1.4973524,-0.6699783,1.1848381,2.9614429,-0.6211235
24.5265314,2.4514736,-1.4135008,-0.5418855,1.3160414,2.9404575,0.0000000
24.6262328,2.4964424,-1.3262270,-0.4084960,1.3878784,2.9404575,0.0000000
24.7259341,2.5286271,-1.2356749,-0.2745608,1.3845245,2.9404575,0.0289985
24.8256354,2.5485131,-1.1419883,-0.1449603,1.3093599,2.9414406,0.6713226
24.9253368,2.5565759,-1.0457565,-0.0243054,1.1794492,2.9641080,1.6374344
25.0250381,2.5535672,-0.9484364,0.0840542,1.0523478,3.0186827,2.4105380
25.1247395,2.5402561,-0.8501671,0.1837639,0.9643374,3.0972751,2.7490021
25.2244408,2.5172427,-0.7524068,0.2777711,0.9130013,3.1845363,2.7410055
25.3241422,2.4851271,-0.6566136,0.3689117,0.8962006,3.2692255,2.4002265
