# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
10.7975587,0.6196538,-8.7140541,1.8891878,-0.4035588,3.1735911,7.0000000
10.8975361,0.5116779,-8.7467055,1.8378850,-0.5008779,3.3869402,6.2542475
10.9975135,0.4199434,-8.7695193,1.7922194,-0.4498490,3.5667816,6.2770521
11.0974909,0.3267980,-8.7884957,1.7522035,-0.3945670,3.7385903,6.4851142
11.1974683,0.2295212,-8.8044661,1.7155510,-0.3509731,3.9081693,3.6318854
11.2974457,0.1284864,-8.8174185,1.6816310,-0.3165215,4.0000000,0.0000000
11.3974231,0.0240664,-8.8273411,1.6499198,-0.2893075,4.0000000,0.0000000
11.4974005,-0.0822184,-8.8341653,1.6202925,-0.2663908,4.0000000,0.0000000
11.5973779,-0.1785397,-8.8377525,1.5962922,-0.2325816,4.0000000,0.0000000
11.6973553,-0.2766067,-8.8391828,1.5749418,-0.2035892,4.0000000,0.0000000
11.7973327,-0.3761375,-8.8386299,1.5559571,-0.1785281,4.0000000,0.0000000
11.8973101,-0.4768499,-8.8362676,1.5390993,-0.1566655,4.0000000,0.0000000
11.9972875,-0.5784618,-8.8322696,1.5241687,-0.1373918,4.0000000,0.0000000
12.0972649,-0.6806909,-8.8268096,1.5110000,-0.1201945,4.0000000,0.0000000
12.1972423,-0.7816098,-8.8201715,1.4991620,-0.1247548,4.0000000,0.0000000
12.2972197,-0.8808391,-8.8123863,1.4853859,-0.1520321,4.0000000,0.0000000
12.3971971,-0.9801318,-8.8030808,1.4688659,-0.1792498,4.0000000,0.0000000
12.4971745,-1.0794126,-8.7919813,1.4496016,-0.2063933,4.0000000,0.0000000
12.5971519,-1.1786064,-8.7788140,1.4275960,-0.2333871,4.0000000,0.0000000
12.6971293,-1.2776379,-8.7633049,1.4028591,-0.2600866,4.0000000,0.0000000
12.7971067,-1.3764319,-8.7451803,1.3754135,-0.2862709,4.0000000,-1.3680712
12.8970841,-1.4733882,-8.7244792,1.3440473,-0.3675892,3.9656585,-4.8869276
12.9970615,-1.5688278,-8.7004426,1.3022232,-0.4822656,3.8404795,-3.6453176
13.0970389,-1.6631808,-8.6718515,1.2490451,-0.5958954,3.7443804,-2.4769815
13.1970162,-1.7559789,-8.6376572,1.1846760,-0.7040997,3.6776487,-1.4119775
13.2969936,-1.8467541,-8.5968110,1.1096709,-0.7995324,3.6390615,-0.5382888
13.3969710,-1.9350381,-8.5482643,1.0251706,-0.8725994,3.6242427,0.0000000
13.4969484,-2.0203628,-8.4909684,0.9330296,-0.9135803,3.6242427,0.0000000
13.5969258,-2.0955818,-8.4299060,0.8457524,-0.8597224,3.6242427,0.7074303
13.6969032,-2.1634530,-8.3648654,0.7689053,-0.7783608,3.6437054,1.6660239
13.7968806,-2.2279669,-8.2931301,0.6970103,-0.7147376,3.6891352,2.2726232
13.8968580,-2.2887127,-8.2152740,0.6289213,-0.6665784,3.7502187,2.6251473
13.9968354,-2.3452796,-8.1318706,0.5635967,-0.6317931,3.8195616,2.7827377
14.0968128,-2.3972569,-8.0434936,0.5000928,-0.6086220,3.8917185,2.7821317
14.1967902,-2.4442337,-7.9507168,0.4375495,-0.5956573,3.9625463,1.4914702
14.2967676,-2.4857994,-7.8541138,0.3751754,-0.5918027,4.0000000,0.0000000
14.3967450,-2.5205806,-7.7572809,0.3150633,-0.5578498,4.0000000,0.0000000
14.4967224,-2.5490915,-7.6611186,0.2625201,-0.4908145,4.0000000,0.0000000
14.5966998,-2.5729408,-7.5631645,0.2161591,-0.4298862,4.0000000,0.0000000
14.6966772,-2.5925713,-7.4639696,0.1755156,-0.3748994,4.0000000,0.0000000
14.7966546,-2.6084258,-7.3640850,0.1401512,-0.3252168,4.0000000,0.0000000
14.8966320,-2.6209471,-7.2640616,0.1096805,-0.2799150,4.0000000,0.0000000
14.9966094,-2.6305779,-7.1644504,0.0837892,-0.2378822,4.0000000,0.0000000
15.0965868,-2.6377611,-7.0658024,0.0622463,-0.1978408,4.0000000,0.0000000
15.1965642,-2.6429394,-6.9686685,0.0449159,-0.1583024,4.0000000,0.0000000
15.2965416,-2.6468905,-6.8614653,0.0290104,-0.1416496,4.0000000,0.0000000
15.3965190,-2.6492042,-6.7549335,0.0146820,-0.1267948,4.0000000,0.0000000
15.4964964,-2.6500749,-6.6511889,0.0024077,-0.1092749,4.0000000,0.0000000
15.5964737,-2.6497941,-6.5502011,-0.0076243,-0.0887838,4.0000000,0.0000000
15.6964511,-2.6486529,-6.4519399,-0.0152123,-0.0649508,4.0000000,0.0000000
15.7964285,-2.6469426,-6.3563751,-0.0201386,-0.0373280,4.0000000,0.0000000
15.8964059,-2.6449543,-6.2634764,-0.0221656,-0.0053779,4.0000000,0.0000000
15.9963833,-2.6428431,-6.1668745,-0.0211133,0.0185617,4.0000000,0.0000000
16.0963607,-2.6407204,-6.0613906,-0.0191147,0.0192769,4.0000000,0.0000000
16.1963381,-2.6388654,-5.9590274,-0.0171193,0.0196398,4.0000000,0.0000000
16.2963155,-2.6372553,-5.8592686,-0.0151589,0.0195841,4.0000000,0.0000000
16.3962929,-2.6358674,-5.7615979,-0.0132673,0.0190640,4.0000000,0.0000000
16.4962703,-2.6346791,-5.6654992,-0.0114793,0.0180629,4.0000000,0.0000000
16.5962477,-2.6336627,-5.5699631,-0.0098259,0.0156801,4.0000000,0.0000000
16.6962251,-2.6327568,-5.4715483,-0.0087348,0.0064217,4.0000000,0.0000000
16.7962025,-2.6319134,-5.3731765,-0.0085672,-0.0029988,4.0000000,0.0000000
16.8961799,-2.6310366,-5.2743036,-0.0093194,-0.0121181,4.0000000,0.0000000
16.9961573,-2.6300305,-5.1743856,-0.0109582,-0.0205094,4.0000000,0.0000000
17.0961347,-2.6287993,-5.0728783,-0.0134229,-0.0278248,4.0000000,0.0000000
17.1961121,-2.6272755,-4.9709500,-0.0165750,-0.0339687,4.0000000,0.0000000
17.2960895,-2.6255416,-4.8761260,-0.0200858,-0.0399474,4.0000000,0.0000000
17.3960669,-2.6234005,-4.7793013,-0.0242227,-0.0453800,4.0000000,0.0000000
17.4960443,-2.6207779,-4.6805411,-0.0289560,-0.0503558,4.0000000,0.0000000
17.5960217,-2.6176000,-4.5799104,-0.0342608,-0.0549487,4.0000000,0.0000000
17.6959991,-2.6137925,-4.4774742,-0.0401155,-0.0592202,4.0000000,0.0000000
17.7959765,-2.6092816,-4.3732978,-0.0465020,-0.0632218,4.0000000,0.0000000
17.8959539,-2.6042611,-4.2724691,-0.0530456,-0.0658537,4.0000000,0.0000000
17.9959312,-2.5988087,-4.1756583,-0.0594994,-0.0672773,4.0000000,0.0000000
